customerid,transactions,price,quantity,country,date
813,"Bananas, Beef, Onions, Chicken, Pasta",9,4,United States,3/8/2023
829,"Chicken, Lettuce, Onions",6,1,Canada,3/7/2021
268,"Lettuce, Bread, Bananas, Tomatoes, Butter",96,15,Australia,1/11/2021
203,"Grapes, Rice",81,9,United Kingdom,8/28/2022
889,"Potatoes, Butter, Pasta, Cereal, Fish",2,3,Germany,4/22/2024
750,"Onions, Apples, Chicken",56,6,Canada,7/13/2020
242,Tomatoes,,,Australia,8/25/2022
535,"Potatoes, Milk, Grapes, Fish",78,20,Australia,6/13/2020
26,"Apples, Chicken",64,1,United Kingdom,5/9/2021
409,"Bread, Cheese, Beef",86,19,United Kingdom,12/13/2020
46,"Grapes, Pasta, Fish",58,1,United Kingdom,2/18/2023
563,Cheese,31,1,Australia,2/2/2022
686,Cheese,75,17,United Kingdom,5/19/2022
172,Apples,53,12,Germany,4/4/2024
551,"Potatoes, Carrots",61,3,Australia,2/15/2023
858,Cereal,81,19,United States,9/23/2020
772,Cheese,41,14,United States,2/3/2022
984,"Bananas, Tomatoes",,,United Kingdom,9/11/2020
793,"Carrots, Potatoes, Grapes, Tomatoes, Cereal",81,4,United States,5/9/2023
438,"Chicken, Bread, Carrots, Oranges, Eggs",24,11,Australia,6/4/2024
29,Pasta,72,14,United States,6/20/2022
538,Chicken,93,13,Germany,7/29/2020
282,Cheese,43,17,Australia,3/5/2021
402,"Butter, Cheese",70,20,Australia,6/17/2020
620,"Butter, Pasta, Bread, Fish, Apples",86,13,United Kingdom,9/18/2021
736,"Milk, Eggs",87,16,Australia,5/17/2024
463,Grapes,21,16,United States,9/2/2021
638,"Bread, Butter, Bananas, Pasta",35,10,United Kingdom,4/15/2024
30,"Onions, Potatoes, Fish",13,2,Canada,8/19/2020
967,"Apples, Fish",84,5,United States,7/21/2021
845,"Fish, Butter, Pasta, Beef, Milk",73,17,United Kingdom,6/2/2020
369,"Tomatoes, Carrots, Lettuce",13,1,United Kingdom,8/31/2021
859,"Rice, Fish, Cereal, Carrots, Chicken",2,10,United Kingdom,1/7/2024
887,Bananas,25,16,Germany,11/30/2020
438,"Butter, Bananas",7,6,Germany,8/27/2022
835,"Tomatoes, Butter",42,19,United States,9/6/2023
782,Beef,22,16,United States,7/24/2020
468,"Bananas, Onions, Bread, Oranges",5,7,United States,9/18/2022
305,"Pasta, Butter, Tomatoes",18,13,Canada,4/30/2022
325,"Lettuce, Pasta",15,15,Canada,2/17/2021
409,"Chicken, Apples, Beef, Milk, Bananas",29,17,Germany,12/3/2023
322,"Chicken, Oranges, Onions, Lettuce",30,15,Australia,1/15/2020
123,"Onions, Carrots, Butter",98,7,Canada,2/27/2022
125,Carrots,94,17,Canada,4/8/2024
602,Potatoes,31,9,Canada,12/21/2022
31,"Pasta, Lettuce, Chicken",13,11,Canada,10/8/2020
316,Pasta,45,1,Canada,4/3/2022
254,"Cheese, Milk",54,19,Germany,6/11/2023
991,"Bread, Potatoes, Eggs, Onions",79,2,Canada,8/10/2023
437,"Rice, Bread, Potatoes, Onions, Beef",43,6,Australia,2/4/2023
612,"Rice, Chicken, Grapes, Bananas, Cheese",18,20,Canada,8/1/2022
174,"Onions, Chicken, Beef, Apples, Oranges",94,7,Germany,4/23/2020
92,"Bread, Eggs, Lettuce, Rice, Cereal",72,7,Germany,1/29/2021
911,"Fish, Chicken, Tomatoes, Eggs",34,10,Canada,1/10/2022
54,"Apples, Carrots, Butter",83,17,Australia,1/27/2023
856,"Eggs, Pasta, Rice",60,10,Canada,5/24/2022
797,"Potatoes, Onions, Pasta, Cereal, Rice",79,10,Germany,8/18/2020
368,"Oranges, Cereal, Cheese",57,10,Australia,9/4/2022
736,"Bread, Cereal, Apples",79,3,Germany,2/7/2022
796,"Beef, Onions",19,16,United States,4/7/2023
645,"Cheese, Grapes, Oranges, Carrots",,,Germany,4/1/2020
834,"Pasta, Milk",25,16,Canada,12/25/2022
211,Cereal,61,10,Canada,6/7/2020
841,"Potatoes, Carrots, Onions, Oranges, Beef",28,9,Canada,10/28/2024
109,Onions,40,3,United States,6/23/2022
909,Cereal,61,19,Canada,1/14/2020
563,Butter,5,9,United States,5/31/2023
463,Onions,76,6,Canada,5/5/2020
791,"Eggs, Butter, Cereal, Carrots",45,2,United States,12/31/2021
399,Grapes,86,7,United Kingdom,7/7/2021
61,"Cheese, Grapes",9,5,United States,7/10/2022
350,Pasta,91,10,Australia,12/7/2024
791,Carrots,48,10,United States,9/13/2020
223,"Grapes, Butter, Fish, Rice",58,17,Canada,10/13/2020
358,Fish,73,9,Australia,9/21/2023
118,"Apples, Milk, Eggs, Fish, Beef",66,4,Germany,5/23/2021
367,"Oranges, Fish, Milk, Eggs",,,Canada,7/22/2020
586,Butter,10,8,United States,4/22/2021
764,"Beef, Cheese, Carrots, Pasta",41,9,Canada,5/1/2022
638,"Potatoes, Cereal, Butter",61,10,Canada,7/30/2024
843,"Rice, Butter, Chicken, Cheese, Cereal",1,10,United Kingdom,2/3/2022
213,"Milk, Lettuce",20,16,United Kingdom,12/25/2021
355,Rice,65,19,Australia,11/25/2022
780,Milk,70,6,United States,12/1/2023
4,"Milk, Tomatoes, Cereal, Carrots, Bananas",26,2,United Kingdom,12/15/2023
573,"Lettuce, Onions, Potatoes",58,3,Australia,6/1/2023
649,"Fish, Onions, Bread, Butter",22,15,United States,8/19/2024
818,"Bread, Bananas, Apples, Cheese, Rice",68,1,Australia,2/24/2020
320,"Eggs, Cheese, Onions, Butter, Bananas",27,20,United Kingdom,2/8/2024
116,Carrots,63,6,Canada,5/27/2022
705,Eggs,1,6,United Kingdom,8/21/2021
945,"Onions, Carrots, Eggs, Chicken",17,18,United States,5/22/2021
933,"Eggs, Grapes",51,16,Germany,7/20/2022
164,"Cheese, Butter, Onions, Cereal, Potatoes",33,13,Germany,1/10/2023
915,Eggs,68,8,Australia,8/17/2021
300,"Carrots, Milk",16,19,United Kingdom,4/20/2023
630,"Cereal, Chicken",88,20,United Kingdom,6/6/2020
780,"Bananas, Cheese",90,5,Canada,9/26/2024
360,"Lettuce, Pasta, Butter, Milk, Bread",84,15,United States,1/31/2023
438,Bananas,30,10,Germany,4/29/2023
717,"Fish, Pasta",61,12,Australia,12/10/2022
406,"Butter, Eggs, Apples, Tomatoes",15,7,Australia,7/29/2024
548,"Eggs, Onions, Cheese",16,11,Germany,4/14/2022
613,Fish,37,12,Canada,2/22/2023
932,Beef,42,13,Australia,8/13/2021
585,"Rice, Milk, Tomatoes, Butter",52,19,United States,4/15/2020
326,"Chicken, Oranges",97,4,Germany,6/18/2021
54,Beef,25,4,Australia,10/24/2020
541,Cheese,65,5,United Kingdom,1/23/2022
334,"Bread, Cereal, Milk",62,4,Canada,10/6/2022
471,Oranges,68,7,United Kingdom,5/11/2021
966,Beef,58,16,United States,4/22/2023
108,"Rice, Beef, Cheese",51,8,Germany,5/22/2024
751,"Lettuce, Potatoes, Tomatoes, Onions, Cereal",0,19,United States,5/29/2020
252,"Lettuce, Bread",35,12,Australia,5/20/2020
490,"Apples, Tomatoes, Grapes, Potatoes, Chicken",8,8,Germany,7/31/2024
404,"Oranges, Eggs, Cereal, Tomatoes",46,15,Canada,7/25/2021
645,"Cheese, Onions, Butter, Tomatoes, Chicken",42,19,Germany,1/5/2020
465,"Lettuce, Cereal, Fish, Rice",72,10,Canada,11/4/2020
5,"Cereal, Carrots, Beef, Onions",92,5,United Kingdom,8/12/2022
318,"Fish, Grapes, Onions, Milk, Rice",66,3,Canada,2/26/2020
863,"Fish, Grapes, Cereal",76,13,Canada,6/10/2021
390,Potatoes,11,4,Australia,3/26/2024
922,"Carrots, Bread, Oranges",29,19,Germany,4/8/2023
673,"Cereal, Fish, Tomatoes, Grapes",6,18,United Kingdom,6/26/2022
696,"Cereal, Onions, Bananas, Apples",43,10,United States,9/30/2023
628,"Cheese, Cereal, Onions",10,18,Australia,3/15/2020
153,Butter,11,7,Canada,6/23/2021
827,"Cereal, Lettuce",66,15,Australia,9/8/2022
287,Milk,13,15,United States,5/9/2024
189,Rice,42,16,Germany,6/27/2022
749,"Onions, Chicken, Bananas, Carrots, Bread",44,19,United States,5/2/2022
214,"Rice, Potatoes, Carrots, Pasta, Butter",69,18,Germany,6/4/2021
312,"Milk, Chicken",28,15,Australia,5/17/2024
959,"Potatoes, Tomatoes, Cheese",59,2,United States,8/13/2020
977,"Lettuce, Bananas, Potatoes, Chicken",83,10,Germany,11/15/2022
992,"Butter, Bananas, Lettuce, Chicken, Rice",96,20,Australia,8/16/2024
788,"Cheese, Pasta",45,10,Germany,9/12/2024
861,"Chicken, Pasta, Bananas",68,10,Australia,2/12/2021
404,"Lettuce, Carrots, Cereal",83,16,Australia,6/17/2023
464,"Carrots, Pasta, Bread, Butter, Rice",39,8,Germany,4/5/2024
79,"Pasta, Butter, Milk",82,13,United States,10/20/2022
129,"Eggs, Lettuce, Onions, Potatoes, Bananas",54,15,Australia,11/8/2023
425,"Butter, Milk, Bananas, Grapes",33,6,Germany,8/24/2023
138,"Bread, Oranges, Eggs, Lettuce",59,20,United States,10/11/2023
597,"Bread, Pasta, Onions, Cereal",13,11,United States,5/2/2021
241,"Butter, Carrots, Cereal, Beef, Onions",69,18,Germany,4/9/2021
420,Pasta,63,17,Canada,12/26/2023
805,Tomatoes,4,14,Australia,4/21/2024
520,"Butter, Milk, Rice, Lettuce",42,13,United States,11/25/2020
497,"Cereal, Onions, Rice, Chicken",12,12,United States,12/26/2022
846,Chicken,99,15,Germany,12/20/2020
302,"Carrots, Apples, Eggs, Milk, Tomatoes",69,10,United States,5/22/2023
488,"Oranges, Milk, Grapes, Pasta",46,8,Canada,6/7/2023
975,Oranges,49,20,United States,5/9/2023
578,"Cereal, Beef, Fish, Bananas, Onions",91,16,Germany,10/7/2023
486,"Rice, Bananas, Oranges",13,13,Australia,4/16/2020
801,"Lettuce, Apples, Potatoes, Grapes, Chicken",86,19,Canada,7/11/2022
569,"Fish, Milk",15,14,Germany,7/1/2022
419,"Beef, Chicken, Milk",21,19,Canada,4/27/2021
6,"Chicken, Carrots, Tomatoes, Milk",77,8,Germany,11/24/2022
741,"Fish, Milk",66,13,United States,1/9/2023
865,"Cheese, Grapes",24,16,Germany,8/20/2024
582,"Beef, Cheese, Cereal, Bananas",31,7,United States,12/25/2023
969,"Pasta, Cheese, Grapes, Chicken",22,6,Australia,8/4/2021
700,"Bananas, Chicken",66,20,United States,11/25/2023
524,"Bread, Cereal",72,4,Canada,10/4/2023
658,"Oranges, Butter, Tomatoes, Cereal, Chicken",22,3,Germany,1/5/2020
811,"Chicken, Potatoes",43,15,Australia,12/5/2024
544,"Cheese, Tomatoes, Onions",43,3,United States,12/1/2021
802,"Fish, Potatoes, Oranges, Pasta",44,14,Germany,8/30/2024
317,Apples,81,19,United States,8/28/2021
673,"Onions, Milk, Rice, Bread",75,4,Australia,5/23/2023
738,Apples,75,5,Germany,8/25/2023
720,"Tomatoes, Cheese, Potatoes",20,3,Germany,12/31/2021
96,"Beef, Bananas, Grapes, Cereal, Bread",99,13,United Kingdom,10/31/2023
643,"Cereal, Lettuce",54,20,United Kingdom,1/8/2024
485,"Onions, Potatoes, Oranges, Rice, Bread",63,13,Canada,10/16/2020
705,Rice,61,6,United States,3/1/2024
650,"Fish, Carrots, Apples, Rice, Bananas",50,14,Australia,9/25/2023
10,"Eggs, Cheese",1,20,Germany,10/11/2024
759,"Eggs, Rice, Oranges",82,1,United States,7/20/2022
419,"Potatoes, Onions, Butter, Bread, Pasta",87,16,United States,6/21/2022
626,Lettuce,89,8,Australia,5/20/2023
486,"Bananas, Bread, Eggs, Potatoes",36,8,Germany,11/2/2022
460,"Rice, Apples, Chicken",36,18,United States,5/18/2023
764,"Butter, Chicken, Grapes, Carrots",67,6,United States,2/9/2023
768,"Bananas, Fish, Chicken, Cheese, Bread",37,11,United States,9/7/2021
584,Bananas,23,9,United States,5/15/2020
677,"Onions, Cereal",44,7,Australia,7/5/2023
670,Rice,77,1,Germany,8/26/2020
488,"Beef, Chicken, Oranges, Grapes",86,5,United Kingdom,2/6/2024
754,"Carrots, Grapes, Tomatoes, Lettuce",49,5,United Kingdom,12/19/2021
977,Grapes,50,19,United Kingdom,12/9/2023
989,"Eggs, Milk, Onions, Chicken, Cheese",71,9,Canada,7/8/2024
522,"Grapes, Beef",75,15,Australia,3/1/2023
125,"Milk, Bread",,,United Kingdom,1/24/2020
982,"Chicken, Tomatoes, Milk",30,15,Australia,9/1/2023
213,"Cereal, Tomatoes, Lettuce",97,15,Canada,6/28/2021
382,Carrots,60,16,United States,4/7/2021
656,Potatoes,41,16,Germany,9/22/2024
935,"Butter, Potatoes",88,7,United Kingdom,12/21/2020
67,"Onions, Cereal",95,9,United States,9/7/2023
198,"Grapes, Pasta",52,1,Australia,6/14/2023
460,"Milk, Fish",82,14,United Kingdom,2/23/2021
214,"Oranges, Carrots, Chicken",86,5,Australia,4/30/2020
321,"Rice, Eggs, Fish",60,16,United States,8/10/2021
244,"Bread, Oranges, Onions, Apples",37,6,Germany,1/5/2021
480,"Rice, Onions, Bread, Cheese, Lettuce",74,10,Canada,4/2/2020
776,"Eggs, Chicken, Cereal",23,12,Australia,4/3/2022
597,"Lettuce, Beef, Chicken",19,14,Canada,9/16/2024
778,"Grapes, Tomatoes",53,15,Germany,5/22/2021
520,"Cereal, Carrots, Butter",66,13,United Kingdom,5/2/2024
394,"Bananas, Oranges",93,5,Canada,6/18/2021
361,"Bananas, Lettuce",64,11,United States,11/28/2021
587,Rice,64,18,Canada,4/20/2021
970,Cereal,29,14,Canada,1/13/2024
486,Onions,58,17,United Kingdom,6/30/2023
621,"Cheese, Fish",30,13,United States,3/8/2023
450,Fish,39,8,United Kingdom,1/18/2022
547,"Oranges, Apples",23,14,Australia,12/12/2021
749,"Cheese, Potatoes, Carrots",33,20,Germany,12/25/2021
909,Fish,87,2,United States,8/11/2024
142,"Lettuce, Eggs, Rice, Fish",51,20,United States,9/2/2022
46,"Milk, Rice",2,20,Canada,9/4/2022
129,"Pasta, Cereal, Eggs, Oranges, Potatoes",86,10,United Kingdom,6/15/2020
959,"Potatoes, Onions",3,18,United States,4/21/2024
651,"Grapes, Potatoes, Onions, Butter",69,13,United Kingdom,10/24/2022
446,"Cereal, Tomatoes",32,9,Germany,7/27/2023
314,"Potatoes, Pasta, Fish",64,6,United States,8/4/2021
924,"Grapes, Apples, Onions, Beef, Bread",0,11,Canada,11/23/2021
38,"Eggs, Tomatoes, Onions",26,4,Germany,8/21/2024
405,"Potatoes, Chicken",6,2,Germany,7/2/2024
474,Lettuce,7,10,Germany,2/3/2022
775,Tomatoes,39,18,United Kingdom,7/5/2024
84,Eggs,81,17,United States,8/15/2024
90,Cereal,57,16,United States,8/4/2024
917,"Fish, Carrots, Apples, Bananas, Milk",32,12,United States,1/20/2024
712,"Tomatoes, Pasta",59,11,Canada,9/22/2022
214,"Cereal, Apples, Potatoes",55,18,Germany,7/19/2020
101,"Eggs, Cheese, Onions",97,9,Germany,6/8/2021
623,"Eggs, Onions, Beef, Milk",76,7,United Kingdom,11/30/2022
105,"Milk, Tomatoes, Butter, Carrots, Potatoes",62,8,United Kingdom,1/8/2024
396,"Cheese, Rice, Eggs",64,9,Germany,12/7/2021
880,"Chicken, Bread, Cheese, Grapes, Apples",22,16,Australia,2/21/2020
304,"Potatoes, Pasta",46,7,Australia,4/26/2024
564,"Tomatoes, Oranges, Lettuce, Milk",78,6,Germany,8/5/2020
857,"Lettuce, Milk, Rice, Chicken",3,11,Germany,2/7/2023
759,"Onions, Grapes, Pasta, Eggs",,,Australia,10/31/2024
306,"Carrots, Beef",55,10,Australia,3/9/2020
300,"Carrots, Rice, Cereal, Beef, Oranges",53,13,Germany,7/11/2020
680,"Milk, Chicken, Onions, Carrots",41,18,Australia,7/15/2022
365,Cheese,77,5,Canada,9/29/2024
559,"Grapes, Fish, Tomatoes, Bread",85,19,Australia,9/8/2022
378,"Fish, Beef, Oranges, Bread, Lettuce",17,20,Australia,8/2/2023
733,"Butter, Pasta, Lettuce, Grapes, Potatoes",42,2,Germany,4/14/2020
643,"Cheese, Grapes, Lettuce",46,8,United States,9/15/2020
686,"Pasta, Milk, Carrots, Oranges",85,2,United States,10/16/2020
244,"Apples, Pasta",4,3,Australia,11/13/2022
721,"Fish, Potatoes, Butter, Eggs",48,3,Germany,1/11/2021
626,Rice,59,5,Australia,5/23/2020
701,"Tomatoes, Apples",85,6,United States,10/1/2022
783,"Carrots, Cereal, Butter, Potatoes, Oranges",3,10,Australia,3/8/2022
559,"Butter, Apples, Rice, Onions",73,5,United States,6/21/2021
336,"Cheese, Tomatoes, Pasta, Fish, Chicken",26,5,Germany,8/2/2020
853,"Milk, Beef, Apples",2,18,Australia,9/30/2022
709,"Cheese, Bread, Fish, Oranges, Bananas",48,1,United States,4/12/2024
291,"Carrots, Onions, Cereal, Butter",31,4,Germany,7/18/2020
859,"Eggs, Grapes, Bread, Butter, Beef",1,8,United Kingdom,3/15/2024
36,"Fish, Milk, Eggs, Cereal, Oranges",48,9,Germany,1/26/2020
777,"Chicken, Lettuce",210,2,Australia,12/31/2021
887,"Bread, Onions, Rice",25,7,United States,2/25/2020
209,"Bread, Carrots, Grapes, Onions, Tomatoes",14,17,Canada,8/8/2023
739,Cereal,94,7,Australia,8/7/2020
579,Bread,24,18,Canada,12/26/2022
893,"Lettuce, Apples",37,11,Australia,11/24/2021
12,"Pasta, Lettuce, Eggs, Carrots",63,8,United States,9/6/2024
650,Fish,20,14,Canada,1/7/2020
906,"Grapes, Potatoes, Apples, Onions, Chicken",87,19,Canada,6/6/2023
6,"Rice, Fish, Beef, Grapes",99,16,Germany,7/29/2023
304,"Fish, Eggs, Onions, Rice, Chicken",73,15,Australia,2/21/2021
346,"Eggs, Milk",55,12,United States,3/24/2024
540,"Rice, Butter",53,14,United States,5/23/2020
956,"Eggs, Cheese",67,1,Canada,10/20/2021
878,Chicken,74,12,Canada,1/26/2021
4,Rice,85,19,Canada,7/12/2021
532,Cheese,57,6,Germany,7/30/2024
506,"Oranges, Carrots, Potatoes",9,18,Germany,4/21/2024
193,"Apples, Onions",850,2,Australia,9/7/2023
989,"Bread, Eggs, Chicken, Rice, Cheese",64,6,United States,3/27/2020
897,Onions,6,11,Germany,9/7/2022
220,Milk,24,5,United States,2/27/2022
231,"Butter, Milk, Beef, Rice, Cheese",32,1,Germany,6/13/2020
124,Onions,0,12,Australia,1/10/2021
782,"Apples, Rice, Butter",76,14,United States,11/8/2020
288,"Apples, Cereal, Cheese, Tomatoes",9,4,United Kingdom,2/27/2022
173,"Rice, Butter, Carrots, Cereal, Oranges",45,5,Canada,12/13/2023
593,"Butter, Onions, Apples",88,5,United States,5/21/2022
331,Bananas,750,15,United States,7/1/2021
915,Pasta,33,2,Germany,3/10/2022
238,"Onions, Eggs, Apples",20,12,Canada,10/7/2021
975,"Butter, Pasta, Apples, Tomatoes, Cereal",28,5,Canada,7/2/2023
80,"Fish, Butter, Eggs, Grapes",49,12,Canada,8/25/2022
333,"Milk, Cheese, Tomatoes, Rice, Chicken",24,3,Australia,5/14/2022
21,"Cheese, Bread, Carrots, Fish",96,3,United Kingdom,9/9/2020
535,"Bread, Onions, Fish, Apples",74,4,Australia,8/10/2022
373,"Cheese, Onions, Eggs, Carrots",3,18,United Kingdom,9/11/2022
210,Cereal,67,6,United States,7/7/2021
236,Bread,58,2,United Kingdom,3/28/2022
496,"Milk, Lettuce, Grapes",49,6,Australia,6/4/2021
173,"Bananas, Apples, Rice, Milk",25,10,Australia,10/25/2023
730,"Butter, Carrots, Cereal, Bread, Cheese",5,11,United States,10/3/2021
537,Cheese,58,4,Germany,8/4/2021
503,"Butter, Carrots, Fish",94,18,Australia,5/8/2020
400,"Lettuce, Milk, Rice, Tomatoes",43,16,Germany,11/23/2020
101,"Butter, Beef, Oranges",41,4,United States,4/8/2021
642,"Carrots, Bread, Pasta, Chicken, Rice",84,19,United States,12/10/2024
684,"Lettuce, Bread, Eggs, Apples",53,10,Canada,3/10/2023
302,"Beef, Rice, Pasta",67,5,Canada,9/22/2020
315,"Potatoes, Milk, Oranges",15,2,United States,7/22/2021
116,"Potatoes, Cheese, Apples, Carrots, Rice",21,3,Germany,9/4/2024
579,"Beef, Milk, Cereal, Cheese",20,13,Germany,4/4/2022
394,"Butter, Tomatoes, Potatoes, Carrots",12,16,United States,1/21/2022
183,"Oranges, Potatoes, Tomatoes, Fish",22,3,United Kingdom,12/2/2024
621,"Carrots, Bananas, Eggs, Rice, Beef",36,10,United States,2/19/2021
65,"Milk, Butter, Carrots, Rice, Cheese",52,7,United States,11/6/2024
805,"Beef, Tomatoes, Lettuce, Chicken",63,8,Germany,7/27/2020
578,"Potatoes, Grapes, Butter, Oranges",30,5,United Kingdom,1/2/2021
324,"Fish, Bread",85,18,United Kingdom,7/5/2021
547,"Pasta, Tomatoes, Beef, Milk, Grapes",10,17,Germany,1/30/2022
545,"Beef, Butter, Eggs, Milk, Grapes",12,6,United States,10/26/2024
70,Oranges,97,19,United States,7/3/2024
875,"Butter, Bananas, Lettuce, Tomatoes",88,5,United Kingdom,11/17/2020
248,Onions,15,7,Australia,1/1/2020
841,"Milk, Oranges, Carrots, Tomatoes, Bananas",1,2,Germany,9/21/2024
126,"Milk, Potatoes",9,10,United States,5/2/2023
1000,"Potatoes, Carrots, Tomatoes, Cereal",73,17,United States,4/27/2020
622,"Bread, Butter, Fish, Eggs, Apples",99,6,Australia,11/16/2020
693,"Rice, Apples, Milk",81,14,United States,4/19/2021
336,"Cereal, Potatoes, Bread",83,20,Australia,7/21/2022
332,"Pasta, Lettuce, Onions, Oranges, Eggs",56,17,Canada,9/10/2021
244,"Milk, Bananas",97,5,United States,11/29/2024
327,"Bananas, Cheese, Butter, Pasta",93,4,Canada,11/23/2022
476,Onions,55,2,Canada,9/6/2024
602,"Milk, Onions, Bread",51,13,United States,12/20/2023
23,"Cereal, Oranges, Butter, Bananas, Onions",410,7,United Kingdom,7/14/2024
970,"Carrots, Chicken, Butter",92,20,Australia,10/16/2022
510,"Butter, Onions, Beef, Carrots",27,16,United States,2/15/2020
475,"Butter, Lettuce, Chicken",28,18,Canada,5/8/2023
772,"Eggs, Fish",19,14,Australia,8/2/2022
956,Cereal,6,4,United Kingdom,4/17/2020
532,Cereal,13,11,Canada,2/7/2022
167,"Eggs, Onions",68,13,Canada,10/5/2020
993,Rice,93,16,Germany,5/3/2023
673,"Cereal, Grapes, Beef, Bananas, Butter",14,10,Australia,2/27/2020
808,"Oranges, Fish",82,5,Canada,10/3/2020
179,"Pasta, Tomatoes, Potatoes",69,6,Canada,6/24/2024
340,"Grapes, Fish, Apples, Bread, Onions",92,18,Germany,2/4/2023
673,"Cheese, Tomatoes, Beef, Carrots",48,1,United States,10/10/2023
882,"Carrots, Onions",39,12,Australia,6/30/2021
668,"Beef, Apples, Cereal, Pasta",54,6,Germany,3/13/2020
76,Bananas,65,4,Germany,6/14/2024
654,"Fish, Cereal, Lettuce",10,13,United Kingdom,8/7/2021
704,"Oranges, Milk",12,17,Australia,6/22/2020
112,"Cheese, Pasta, Eggs, Chicken",95,1,Germany,3/4/2022
234,Onions,3,16,Canada,1/31/2023
482,"Onions, Chicken",4,11,Germany,10/13/2024
117,"Fish, Bananas, Chicken, Grapes",58,20,Canada,6/30/2020
698,"Rice, Beef, Apples",29,18,United Kingdom,1/24/2023
846,"Cheese, Potatoes",90,12,Germany,7/23/2020
716,"Onions, Bread, Rice, Milk",18,4,United States,12/18/2021
955,Grapes,3,17,United Kingdom,6/1/2023
573,"Lettuce, Onions",68,3,United Kingdom,12/2/2022
129,Fish,31,4,United Kingdom,8/22/2023
597,Apples,97,5,Canada,4/27/2020
96,"Cheese, Rice, Milk, Onions",89,8,Canada,7/10/2024
831,"Potatoes, Fish",85,15,United Kingdom,4/14/2021
881,"Pasta, Tomatoes, Oranges, Bread, Rice",84,9,United Kingdom,5/16/2023
68,"Apples, Fish",51,2,United Kingdom,9/8/2020
605,"Pasta, Tomatoes, Cheese",59,13,Germany,8/28/2021
698,Lettuce,92,17,Germany,1/30/2024
140,Beef,26,6,Canada,12/16/2020
181,"Bread, Tomatoes",31,17,United States,12/5/2024
455,"Potatoes, Tomatoes",64,17,Australia,3/15/2022
4,"Carrots, Beef, Rice, Onions",22,18,Canada,9/23/2020
674,"Apples, Onions",95,13,Germany,12/4/2020
898,"Tomatoes, Butter, Onions, Cheese",96,18,United States,6/20/2024
486,"Bread, Apples, Tomatoes",37,7,United States,11/25/2024
70,"Grapes, Chicken",46,5,Canada,1/30/2021
907,Tomatoes,64,19,Australia,9/2/2020
657,Cheese,5,10,United Kingdom,10/1/2021
121,"Onions, Milk, Chicken, Apples, Lettuce",10,16,Australia,9/24/2020
139,"Oranges, Bread, Milk, Carrots, Grapes",35,16,United States,2/9/2024
